about-us-heading,about-us-body,ypu,ypu1,ypu2,ypu3,ypu4,ypu5,ypu6,ypu7,ypu8,ypu9,ypu10,ypu11,ourteam,isaacdesc,fullprof,sabdesc,isaacheading,isaacintro,isaacnotable,isaac1,isaac2,isaac3,isaac4,isaac5,sabname,sabintro
About Us,"PlanningU is a website that aims to provide valuable advice to those who are applying to a Canadian University. The website will provide guidance for transitioning from high school to university as well as vital course information for several key subjects. Written in both Chinese and English, the website will be accessible to both English and Chinese speaking students (particularly those that live in China).",Why Did We Start PlanningU?,"The idea of a university planning ‘encyclopedia’ originated in mid-June when the PlanningU team had just finished high school and were working on the university-related business. Regardless of the university, every member of the team had great difficulties in navigating the university websites. From tuition fees to course selection, we felt that the resources were scattered across multiple websites rather than being in one consolidated place. Our frustration was further exacerbated by the flood of updates caused by Covid-19.\n","The feeling of searching for a needle in a haystack reminded us of a similar experience that occurred last September 2019. During the first few months of the school year, we underwent a similar experience when applying for university. Even before filling out the application, we were frustrated by the little information surrounding each program and the daunting amount of courses found in each. When it came to filling out the supplementary applications, very little to no expectations or criteria were listed.\n","Now that we have completed these ordeals, we wish that no one has to relive the frustration and angst we went through. Through PlanningU, we aim to streamline the university application process for both domestic and international students by providing free, open resources to help them stay on track during the transition from high school to university. Therefore, PlanningU will bring the most up to date, the most comprehensive information to students, just as our slogan says: Planning for Uni, Planning for U.\n",Some of the universities we provide coverage for include:\n,The University of Toronto\n,The University of Waterloo,The University of Western Ontario,Going International,We hold a global vision: not only to help Canadian students but also students coming into Canada. We value user experience and strive to take the initiative and responsibility to help high school students step with the right foot into university with content that would otherwise be behind paywalls.\n,Queens University,Ontario College of Art & Design University (OCAD),Our Team,Isaac Dong will be enrolled in the Ivey Business Program at the University of Western Ontario. He has valuable experience in organization and business.,See Full Profile,Sabrina is a person. She is good at table tennis.,Isaac Dong,"Western University, Economics + Ivey AEO Status",Notable Achievements,High School Business Club Founder & CEO,Co-Founder of the High School Math Team,Winner of the National Capital Secondary School Athletic Association Competition - Team Division,Three years of experience as a peer tutor,SHAD Western Best Prototype Award,Sabrina Chen,"University of Toronto, Math and Physical Science"
